DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Gukora Gatto Grande,Level 25 Crypt,Sand Chest,275,Golden_Hearts
2025-06-17,Wildish,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Lava Luskoun Zius,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Lava Luskoun Zius,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Wildish,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Gukora Gatto Grande,Arena,Gladiator's Chest,2,Golden_Hearts
2025-06-17,Gukora Gatto Grande,Level 25 Crypt,Fire Chest,275,Golden_Hearts
2025-06-17,Lava Luskoun Zius,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Wildish,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Wildish,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Lava Luskoun Zius,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Count Thermocat,Level 30 rare Crypt,Rare Dragon Chest,500,Golden_Hearts
2025-06-17,Wildish,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Wildish,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Wildish,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Wildish,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Wildish,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Wildish,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Wildish,Hermes' Store,Hermes Chest,36,Golden_Hearts
2025-06-17,Wildish,Level 25 Crypt,Bone Chest,275,Golden_Hearts
2025-06-17,Lava Luskoun Zius,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Wildish,Level 25 Crypt,Sand Chest,275,Golden_Hearts
2025-06-17,Gukora Gatto Grande,Level 20 Crypt,Stone Chest,84,Golden_Hearts
2025-06-17,Wildish,Level 25 Crypt,Stone Chest,275,Golden_Hearts
2025-06-17,PIFI,Level 20 Citadel,Cursed Citadel Chest,42,Golden_Hearts
2025-06-17,PIFI,Level 20 Citadel,Cursed Citadel Chest,42,Golden_Hearts
2025-06-17,Gromuro,Level 25 Crypt,Bone Chest,275,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Gukora Gatto Grande,Level 20 epic Crypt,Titansteel Chest,168,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,XERIBO,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,PIFI,Level 20 Citadel,Cursed Citadel Chest,42,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,XERIBO,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,XERIBO,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,XERIBO,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,XERIBO,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,XERIBO,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,XERIBO,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Slayer,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,XERIBO,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
2025-06-17,Ballazan,Tartaros Crypt,Tartaros Chest,36,Golden_Hearts
