DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2024-12-05,Anya Blu 90,Level 5 Crypt,Sand Chest,1,MY_CLAN
2024-12-05,Anya Blu 90,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
2024-12-05,Anya Blu 90,Level 5 Crypt,Mayan Chest,1,MY_CLAN
2024-12-05,Anya Blu 90,Level 5 Crypt,Mayan Chest,1,MY_CLAN
2024-12-05,Anya Blu 90,Level 5 Crypt,Stone Chest,1,MY_CLAN
2024-12-05,Anya Blu 90,Level 5 Crypt,Gnome Workshop Chest,1,MY_CLAN
2024-12-05,Marond,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2024-12-05,Anya Blu 90,Level 5 Crypt,Ore Chest,1,MY_CLAN
2024-12-05,Anya Blu 90,Level 5 Crypt,Barbarian Chest,1,MY_CLAN
2024-12-05,Marond,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2024-12-05,Anya Blu 90,Level 5 Crypt,Forgotten Chest,1,MY_CLAN
2024-12-05,Anya Blu 90,Level 5 Crypt,Fire Chest,1,MY_CLAN
2024-12-05,Marond,Level 10 Crypt,Infernal Chest,4,MY_CLAN
2024-12-05,Marond,Level 10 Crypt,Infernal Chest,4,MY_CLAN
2024-12-05,Anya Blu 90,Level 5 Crypt,Mayan Chest,1,MY_CLAN
2024-12-05,Marond,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
2024-12-05,Anya Blu 90,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2024-12-05,Anya Blu 90,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2024-12-05,Anya Blu 90,Level 15 epic Crypt,Scorpion Chest,34,MY_CLAN
2024-12-05,Akigrel,Level 5 Crypt,Infernal Chest,1,MY_CLAN
2024-12-05,Anya Blu 90,Level 15 epic Crypt,Ancient Warrior's Chest,34,MY_CLAN
2024-12-05,Anya Blu 90,Level 15 epic Crypt,Braided Chest,34,MY_CLAN
2024-12-05,Grazius,Level 5 Crypt,Elegant Chest,1,MY_CLAN
2024-12-05,Grazius,Level 5 Crypt,Sand Chest,1,MY_CLAN
2024-12-05,Grazius,Level 5 Crypt,Infernal Chest,1,MY_CLAN
2024-12-05,Marond,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
2024-12-05,Grazius,Level 5 Crypt,Ore Chest,1,MY_CLAN
2024-12-05,Grazius,Level 5 Crypt,Cobra Chest,1,MY_CLAN
2024-12-05,RG,Level 10 Crypt,Infernal Chest,4,MY_CLAN
2024-12-05,Marond,Level 15 Crypt,Forgotten Chest,17,MY_CLAN
2024-12-05,Grazius,Level 5 Crypt,Forgotten Chest,1,MY_CLAN
2024-12-05,Akigrel,Level 5 Crypt,Cobra Chest,1,MY_CLAN
2024-12-05,RG,Level 10 Crypt,Bone Chest,4,MY_CLAN
2024-12-05,RG,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
2024-12-05,Grazius,Level 5 Crypt,Infernal Chest,1,MY_CLAN
2024-12-05,RG,Level 10 Crypt,re Chest,4,MY_CLAN
2024-12-05,Kiin,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2024-12-05,Marond,Level 15 Crypt,Barbarian Chest,17,MY_CLAN
2024-12-05,RG,Level 15 Crypt,Cobra Chest,17,MY_CLAN
2024-12-05,Kiin,Arena,Gladiator's Chest,2,MY_CLAN
2024-12-05,RG,Level 10 Crypt,Stone Chest,4,MY_CLAN
2024-12-05,RG,Level 10 Crypt,Forgotten Chest,4,MY_CLAN
2024-12-05,RG,Level 10 Crypt,Elegant Chest,4,MY_CLAN
2024-12-05,RG,Level 10 Crypt,Orc Chest,4,MY_CLAN
2024-12-05,Kiin,Level 10 Crypt,Forgotten Chest,4,MY_CLAN
2024-12-05,RG,Level 5 Crypt,Fire Chest,1,MY_CLAN
2024-12-05,RG,Level 5 Crypt,Mayan Chest,1,MY_CLAN
2024-12-05,RG,Level 5 Crypt,Infernal Chest,1,MY_CLAN
2024-12-05,RG,Level 5 Crypt,Barbarian Chest,1,MY_CLAN
2024-12-05,RG,Level 5 Crypt,Forgotten Chest,1,MY_CLAN
2024-12-05,RG,Level 5 Crypt,Sand Chest,1,MY_CLAN
2024-12-05,RG,Level 5 Crypt,Barbarian Chest,1,MY_CLAN
2024-12-05,Orodfed,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2024-12-05,RG,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2024-12-05,RG,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2024-12-05,RG,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2024-12-05,Orodfed,Level 5 Crypt,Infernal Chest,1,MY_CLAN
2024-12-05,RG,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2024-12-05,RG,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2024-12-05,Kiin,Level 10 Crypt,re Chest,4,MY_CLAN
2024-12-05,Mark Fish,Level 10 Crypt,Orc Chest,4,MY_CLAN
2024-12-05,Serdriilas,Level 5 Crypt,Mayan Chest,1,MY_CLAN
2024-12-05,Serdriilas,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2024-12-05,eye,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2024-12-05,Serdriilas,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
2024-12-05,Serdriilas,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2024-12-05,eye,Level 15 epic Crypt,Cobalt Chest,34,MY_CLAN
2024-12-05,Serdriilas,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2024-12-05,Orodfed,Level 10 Crypt,Forgotten Chest,4,MY_CLAN
2024-12-05,Serdriilas,Level 10 Citadel,Gear Citadel Chest,4,MY_CLAN
2024-12-05,Serdriilas,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2024-12-05,eye,Level 15 epic Crypt,Cobalt Chest,34,MY_CLAN
2024-12-05,Serdriilas,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
2024-12-05,Marching Turnip,Level 15 Crypt,Stone Chest,17,MY_CLAN
2024-12-05,tledil,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
2024-12-05,eye,Level 15 epic Crypt,Cobalt Chest,34,MY_CLAN
2024-12-05,Tagoal,Level 15 Crypt,Bone Chest,17,MY_CLAN
2024-12-05,tledil,Level 10 Crypt,Fire Chest,4,MY_CLAN
2024-12-05,Marching Turnip,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2024-12-05,Marching Turnip,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2024-12-05,Kiin,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2024-12-05,Ballazan,Level 10 Crypt,Stone Chest,4,MY_CLAN
2024-12-05,Nordman,Clan wealth,Common Chest of Wealth,50,MY_CLAN
2024-12-05,Nordman,Clan wealth,Uncommon Chest of Wealth,50,MY_CLAN
2024-12-05,Nordman,Clan wealth,Rare Chest of Wealth,50,MY_CLAN
2024-12-05,tledil,Level 10 Crypt,Elegant Chest,4,MY_CLAN
2024-12-05,Felix,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2024-12-05,BeautifulWarBarbie,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2024-12-05,Felix,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2024-12-05,Felix,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2024-12-05,Enzo,Level 5 Crypt,Mayan Chest,1,MY_CLAN
2024-12-05,Mark Fish,Level 15 Crypt,Orc Chest,17,MY_CLAN
2024-12-05,Enzo,Level 5 Crypt,Stone Chest,1,MY_CLAN
2024-12-05,BeautifulWarBarbie,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2024-12-05,Maedfanir,Level 10 Crypt,Ore Chest,4,MY_CLAN
2024-12-05,Enzo,Level 5 Crypt,Stone Chest,1,MY_CLAN
2024-12-05,Vessler,Level 15 Crypt,Elegant Chest,17,MY_CLAN
2024-12-05,Mark Fish,Level 15 Crypt,Stone Chest,17,MY_CLAN
2024-12-05,Enzo,Level 5 Crypt,Cobra Chest,1,MY_CLAN
2024-12-05,BeautifulWarBarbie,Level 10 Crypt,Stone Chest,4,MY_CLAN
2024-12-05,Mark Fish,Level 15 Crypt,Barbarian Chest,17,MY_CLAN
2024-12-05,BeautifulWarBarbie,Level 10 Crypt,Fire Chest,4,MY_CLAN
2024-12-05,Maedfanir,Level 10 Crypt,Sand Chest,4,MY_CLAN
2024-12-05,Felix,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2024-12-05,Maedfanir,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2024-12-05,Mark Fish,Level 20 Crypt,Barbarian Chest,84,MY_CLAN
2024-12-05,Enzo,Level 5 Crypt,Ore Chest,1,MY_CLAN
2024-12-05,BeautifulWarBarbie,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2024-12-05,BeautifulWarBarbie,Level 10 Crypt,Fire Chest,4,MY_CLAN
2024-12-05,Mark Fish,Level 15 Crypt,Barbarian Chest,17,MY_CLAN
2024-12-05,Felix,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2024-12-05,Maedfanir,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
2024-12-05,Girtheous Maximus,Level 10 Crypt,Gnome Workshop Chest,4,MY_CLAN
2024-12-05,Vessler,Level 15 Crypt,Mayan Chest,17,MY_CLAN
2024-12-05,Felix,Level 10 Crypt,Cobra Chest,4,MY_CLAN
2024-12-05,Enzo,Level 5 Crypt,Elegant Chest,1,MY_CLAN
2024-12-05,Girtheous Maximus,Level 10 Crypt,Mayan Chest,4,MY_CLAN
2024-12-05,Maedfanir,Level 15 Crypt,Ore Chest,17,MY_CLAN
