DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2025-08-30 00:44:58,Satoru Gojo,Level 15 Citadel,Elven Citadel Chest,10,Strike_for_Cake
2025-08-30 00:44:58,Satoru Gojo,Level 15 Citadel,Elven Citadel Chest,10,Strike_for_Cake
2025-08-30 00:44:58,Satoru Gojo,Level 15 Citadel,Elven Citadel Chest,10,Strike_for_Cake
2025-08-30 00:44:58,Satoru Gojo,Level 15 Citadel,Elven Citadel Chest,10,Strike_for_Cake
2025-08-30 00:44:58,Satoru Gojo,Level 15 Citadel,Elven Citadel Chest,10,Strike_for_Cake
2025-08-30 00:44:58,Nimvenilas,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-30 00:44:58,Showman,Level 25-29 Vault of the Ancients,Fire Chest,25,Strike_for_Cake
2025-08-30 00:44:58,Taugal,Level 25-29 Vault of the Ancients,Fire Chest,25,Strike_for_Cake
2025-08-30 00:44:58,Taugal,Level 25-29 Vault of the Ancients,Fire Chest,25,Strike_for_Cake
2025-08-30 00:44:58,Taugal,Level 25-29 Vault of the Ancients,Fire Chest,25,Strike_for_Cake
2025-08-30 00:44:58,Enneen,Level 15 Crypt,Infernal Chest,15,Strike_for_Cake
2025-08-30 00:44:58,Satoru Gojo,Level 15 Citadel,Elven Citadel Chest,10,Strike_for_Cake
2025-08-30 00:44:58,Art,Level 20 epic Crypt,Chest of the Cursed,25,Strike_for_Cake
2025-08-30 00:44:58,Yotanka,Level 25 Crypt,Forgotten Chest,36,Strike_for_Cake
2025-08-30 00:44:58,Art,Level 25 epic Crypt,Minotaur Chest,36,Strike_for_Cake
2025-08-30 00:44:58,Daenerys BB,Level 15 epic Crypt,House of Horrors Chest,10,Strike_for_Cake
2025-08-30 00:44:58,Akigrel,Level 15 Crypt,Mayan Chest,15,Strike_for_Cake
2025-08-30 00:44:58,Akigrel,Level 15 Crypt,Sand Chest,15,Strike_for_Cake
2025-08-30 00:44:58,Akigrel,Level 15 Crypt,Sand Chest,15,Strike_for_Cake
2025-08-30 00:44:58,Akigrel,Level 15 Crypt,Barbarian Chest,15,Strike_for_Cake
2025-08-30 00:44:58,Daenerys BB,Level 15 epic Crypt,Priest's Chest,10,Strike_for_Cake
2025-08-30 00:44:58,Taugal,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,Satoru Gojo,Level 15 Citadel,Elven Citadel Chest,10,Strike_for_Cake
2025-08-30 00:44:58,Chrisw333,Union of Triumph personal reward,Union Chest,5,Strike_for_Cake
2025-08-30 00:44:58,Chrisw333,Union of Triumph personal reward,Union Chest,5,Strike_for_Cake
2025-08-30 00:44:58,Chrisw333,Union of Triumph personal reward,Union Chest,5,Strike_for_Cake
2025-08-30 00:44:58,Chrisw333,Level 20 Crypt,Bone Chest,20,Strike_for_Cake
2025-08-30 00:44:58,uzun shapalak,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,LanZius,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,LanZius,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,LanZius,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,Lava Lynx Zius,Level 35-39 Vault of the Ancients,Fire Chest,35,Strike_for_Cake
2025-08-30 00:44:58,Lava Lynx Zius,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,De Majico,Hermes' Store,Hermes Chest,50,Strike_for_Cake
2025-08-30 00:44:58,De Majico,Hermes' Store,Hermes Chest,50,Strike_for_Cake
2025-08-30 00:44:58,De Majico,Hermes' Store,Hermes Chest,50,Strike_for_Cake
2025-08-30 00:44:58,BigT,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,AnyaBlu2,Level 20 Crypt,Sand Chest,20,Strike_for_Cake
2025-08-30 00:44:58,AnyaBlu2,Level 15 Crypt,Sand Chest,15,Strike_for_Cake
2025-08-30 00:44:58,Satoru Gojo,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-30 00:44:58,BigT,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,Showman,Level 20-24 Vault of the Ancients,Fire Chest,20,Strike_for_Cake
2025-08-30 00:44:58,AnyaBlu2,Level 15 Crypt,Bone Chest,15,Strike_for_Cake
2025-08-30 00:44:58,Satoru Gojo,Level 15 Crypt,Fire Chest,15,Strike_for_Cake
2025-08-30 00:44:58,LanZius,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,AnyaBlu2,Level 15 epic Crypt,Trillium Chest,10,Strike_for_Cake
2025-08-30 00:44:58,AnyaBlu2,Hermes' Store,Hermes Chest,50,Strike_for_Cake
2025-08-30 00:44:58,Kosak,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,AnyaBlu2,Hermes’ Store,Hermes Chest,50,Strike_for_Cake
2025-08-30 00:44:58,AnyaBlu2,Hermes' Store,Hermes Chest,50,Strike_for_Cake
2025-08-30 00:44:58,AnyaBlu2,Hermes' Store,Hermes Chest,50,Strike_for_Cake
2025-08-30 00:44:58,AnyaBlu2,Hermes' Store,Hermes Chest,50,Strike_for_Cake
2025-08-30 00:44:58,Daenerys BB,Level 10 Crypt,Infernal Chest,1,Strike_for_Cake
2025-08-30 00:44:58,Lava Lynx Zius,Clan wealth,Common Chest of Wealth,5,Strike_for_Cake
2025-08-30 00:44:58,Lava Lynx Zius,Clan wealth,Uncommon Chest of Wealth,5,Strike_for_Cake
2025-08-30 00:44:58,Lava Lynx Zius,Clan wealth,Rare Chest of Wealth,5,Strike_for_Cake
2025-08-30 00:44:58,Lava Lynx Zius,Clan wealth,Epic Chest of Wealth,5,Strike_for_Cake
2025-08-30 00:44:58,Eyar Fiery,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
2025-08-30 00:44:58,Kosak,Level 20 epic Crypt,Minotaur Chest,25,Strike_for_Cake
2025-08-30 00:44:58,Kamil,Level 25 Crypt,Elegant Chest,36,Strike_for_Cake
2025-08-30 00:44:58,Lava Lynx Zius,Level 25-29 Vault of the Ancients,Fire Chest,25,Strike_for_Cake
2025-08-30 00:44:58,BigT,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,Lava Lynx Zius,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,Masa Madre Momuro,Level 20 Crypt,Bone Chest,20,Strike_for_Cake
2025-08-30 00:44:58,Lava Lynx Zius,Level 30-34 Vault of the Ancients,Fire Chest,30,Strike_for_Cake
2025-08-30 00:44:58,Kosak,Level 25 epic Crypt,Titansteel Chest,36,Strike_for_Cake
2025-08-30 00:44:58,Johnny B Goode,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-30 00:44:58,Breadandroses,Level 25-29 Vault of the Ancients,Fire Chest,25,Strike_for_Cake
2025-08-30 00:44:58,Beydeland,Level 20 Crypt,Sand Chest,20,Strike_for_Cake
2025-08-30 00:44:58,Johnny B Goode,Level 20 Crypt,Forgotten Chest,20,Strike_for_Cake
2025-08-30 00:44:58,Beydeland,Level 20 Crypt,Barbarian Chest,20,Strike_for_Cake
2025-08-30 00:44:58,Beydeland,Level 20 Crypt,Cobra Chest,20,Strike_for_Cake
2025-08-30 00:44:58,Johnny B Goode,Level 20 Crypt,Elegant Chest,20,Strike_for_Cake
2025-08-30 00:44:58,Breadandroses,Level 25-29 Vault of the Ancients,Fire Chest,25,Strike_for_Cake
