DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
16/08/2025 00:00,BigT,Level 20 Crypt,Stone Chest,20,Strike_for_Cake
16/08/2025 00:00,Thorgal,Level 10 Crypt,Elegant Chest,1,Strike_for_Cake
16/08/2025 00:00,BigT,Level 25 Crypt,Bone Chest,36,Strike_for_Cake
16/08/2025 00:00,BigT,Level 20 Crypt,Forgotten Chest,20,Strike_for_Cake
16/08/2025 00:00,BigT,Level 25 rare Crypt,Rare Dragon Chest,50,Strike_for_Cake
16/08/2025 00:00,BigT,Level 25 rare Crypt,Rare Dragon Chest,50,Strike_for_Cake
16/08/2025 00:00,BigT,Level 25 rare Crypt,Rare Dragon Chest,50,Strike_for_Cake
16/08/2025 00:00,Johnny B Goode,Level 20 Crypt,Forgotten Chest,20,Strike_for_Cake
16/08/2025 00:00,Johnny B Goode,Level 20 Crypt,Forgotten Chest,20,Strike_for_Cake
16/08/2025 00:00,Johnny B Goode,Level 20 Crypt,Forgotten Chest,20,Strike_for_Cake
16/08/2025 00:00,Johnny B Goode,Level 25 epic Crypt,Cobalt Chest,36,Strike_for_Cake
16/08/2025 00:00,BigT,Level 25 Crypt,Gnome Workshop Chest,36,Strike_for_Cake
16/08/2025 00:00,Johnny B Goode,Level 20 epic Crypt,Scorpion Chest,25,Strike_for_Cake
16/08/2025 00:00,Breadandroses,Level 15 Crypt,Infernal Chest,15,Strike_for_Cake
16/08/2025 00:00,Breadandroses,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
16/08/2025 00:00,Breadandroses,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
16/08/2025 00:00,Breadandroses,Level 15 Crypt,Orc Chest,15,Strike_for_Cake
16/08/2025 00:00,Breadandroses,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
16/08/2025 00:00,Breadandroses,Level 15 Crypt,Fire Chest,15,Strike_for_Cake
16/08/2025 00:00,Breadandroses,Level 20 Crypt,Fire Chest,20,Strike_for_Cake
16/08/2025 00:00,Breadandroses,Level 20 Crypt,Stone Chest,20,Strike_for_Cake
16/08/2025 00:00,Nimvenilas,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
16/08/2025 00:00,Nimvenilas,Level 15 Crypt,Elegant Chest,15,Strike_for_Cake
16/08/2025 00:00,Nimvenilas,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
16/08/2025 00:00,Thorgal,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
16/08/2025 00:00,Thorgal,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
16/08/2025 00:00,Lava Lynx Zius,Level 25 Crypt,Forgotten Chest,36,Strike_for_Cake
16/08/2025 00:00,Gazius,Level 20 Crypt,Elegant Chest,20,Strike_for_Cake
16/08/2025 00:00,Lava Lynx Zius,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
16/08/2025 00:00,Gazius,Level 15 Crypt,Elegant Chest,15,Strike_for_Cake
16/08/2025 00:00,Lava Lynx Zius,Level 20 Crypt,Sand Chest,20,Strike_for_Cake
16/08/2025 00:00,Lava Lynx Zius,Level 25 Crypt,Orc Chest,36,Strike_for_Cake
16/08/2025 00:00,Lava Lynx Zius,Level 25 Crypt,Mayan Chest,36,Strike_for_Cake
16/08/2025 00:00,Gazius,Level 20 Crypt,Elegant Chest,20,Strike_for_Cake
16/08/2025 00:00,Lava Lynx Zius,Level 25 Crypt,Infernal Chest,36,Strike_for_Cake
16/08/2025 00:00,Lava Lynx Zius,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
16/08/2025 00:00,Lava Lynx Zius,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
16/08/2025 00:00,Lava Lynx Zius,Level 20 Crypt,Barbarian Chest,20,Strike_for_Cake
16/08/2025 00:00,Reiner,Level 15 Crypt,Orc Chest,15,Strike_for_Cake
16/08/2025 00:00,Lava Lynx Zius,Level 20 Crypt,Mayan Chest,20,Strike_for_Cake
16/08/2025 00:00,Reiner,Level 15 Crypt,Stone Chest,15,Strike_for_Cake
