DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2025-08-25 23:00:00,Periwyn,Level 15 Crypt,Gnome Workshop Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Periwyn,Level 15 Crypt,Infernal Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Periwyn,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Monte,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Marilune,Level 15 Citadel,Elven Citadel Chest,10,Strike_for_Cake
2025-08-25 23:00:00,Monte,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Periwyn,Arena,Gladiator's Chest,5,Strike_for_Cake
2025-08-25 23:00:00,Monte,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Periwyn,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-25 23:00:00,Fiorella,Level 20 Crypt,Cobra Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Gazius,Level 15 Citadel,Elven Citadel Chest,10,Strike_for_Cake
2025-08-25 23:00:00,Fiorella,Level 20 Crypt,Gnome Workshop Chest,20,Strike_for_Cake
2025-08-25 23:00:00,aghaté tyché,Level 15 Crypt,Mayan Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Fiorella,Level 20 Crypt,Sand Chest,20,Strike_for_Cake
2025-08-25 23:00:00,aghaté tyché,Level 15 Crypt,Orc Chest,15,Strike_for_Cake
2025-08-25 23:00:00,aghaté tyché,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 Crypt,Stone Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Satoru Gojo,Level 15 Crypt,Sand Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 Crypt,Elegant Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 Crypt,Mayan Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 Crypt,Elegant Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 Crypt,Mayan Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 Crypt,Elegant Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Eddy,Level 20 Crypt,Fire Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Marcelo lord of war,Level 15 Crypt,Orc Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 Crypt,Sand Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 epic Crypt,Barbarian Chest,25,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 epic Crypt,Harpy Chest,25,Strike_for_Cake
2025-08-25 23:00:00,Satoru Gojo,Level 15 Crypt,Stone Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
2025-08-25 23:00:00,Chrisbreezy,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
2025-08-25 23:00:00,Kosak,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Ra,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Marcelo lord of war,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Brianna,Bank,Wooden Chest,10,Strike_for_Cake
2025-08-25 23:00:00,Brianna,Bank,Wooden Chest,10,Strike_for_Cake
2025-08-25 23:00:00,Brianna,Bank,Wooden Chest,10,Strike_for_Cake
2025-08-25 23:00:00,Ra,Level 15 Crypt,Infernal Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Eddy,Level 20 Crypt,Bone Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Marcelo lord of war,Level 15 Crypt,Barbarian Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Ra,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Eddy,Level 20 Crypt,Forgotten Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Kigam,Level 20 Crypt,Gnome Workshop Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Kigam,Level 15 Crypt,Orc Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Ra,Level 20 epic Crypt,Abandoned Chest,25,Strike_for_Cake
2025-08-25 23:00:00,Ra,Level 25 epic Crypt,Titansteel Chest,36,Strike_for_Cake
2025-08-25 23:00:00,Periwyn,Level 15 Crypt,Elegant Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Ra,Level 25 epic Crypt,Braided Chest,36,Strike_for_Cake
2025-08-25 23:00:00,Satoru Gojo,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Kigam,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Ra,Level 20 epic Crypt,Trillium Chest,25,Strike_for_Cake
2025-08-25 23:00:00,Satoru Gojo,Level 15 Crypt,Stone Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Enneen,Level 15 Crypt,Orc Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Kosak,Level 20 Crypt,Elegant Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Satoru Gojo,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Enneen,Level 15 Crypt,Barbarian Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Moogujora,Level 20 epic Crypt,Harpy Chest,25,Strike_for_Cake
2025-08-25 23:00:00,Taugal,Level 10 Crypt,Orc Chest,1,Strike_for_Cake
2025-08-25 23:00:00,Showman,Level 15 Citadel,Elven Citadel Chest,10,Strike_for_Cake
2025-08-25 23:00:00,Enneen,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Enneen,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-25 23:00:00,Enneen,Level 15 epic Crypt,Barbarian Chest,10,Strike_for_Cake
2025-08-25 23:00:00,Enneen,Level 15 epic Crypt,Scorpion Chest,10,Strike_for_Cake
2025-08-25 23:00:00,Kamil,Level 20 Crypt,Cobra Chest,20,Strike_for_Cake
2025-08-25 23:00:00,aghaté tyché,Level 15 Crypt,Mayan Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Ra,Level 25 epic Crypt,Abandoned Chest,36,Strike_for_Cake
2025-08-25 23:00:00,Enneen,Level 15 Crypt,Barbarian Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Marcelo lord of war,Level 15 Crypt,Elegant Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Breadandroses,Level 15 Crypt,Barbarian Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Monte,Clan wealth,Common Chest of Wealth,5,Strike_for_Cake
2025-08-25 23:00:00,Monte,Clan wealth,Uncommon Chest of Wealth,5,Strike_for_Cake
2025-08-25 23:00:00,Monte,Clan wealth,Rare Chest of Wealth,5,Strike_for_Cake
2025-08-25 23:00:00,Ra,Level 20 epic Crypt,Ancient Warrior's Chest,25,Strike_for_Cake
2025-08-25 23:00:00,Kamil,Level 20 Crypt,Cobra Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Ragnar,Level 10 rare Crypt,Rare Dragon Chest,3,Strike_for_Cake
2025-08-25 23:00:00,Breadandroses,Level 15 Crypt,Gnome Workshop Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Breadandroses,Level 20 Crypt,Forgotten Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Luuuu IT,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-25 23:00:00,Luuuu IT,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-25 23:00:00,Luuuu IT,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-25 23:00:00,Luuuu IT,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-25 23:00:00,Lord Crumble,Level 15 Crypt,Orc Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Enneen,Level 15 Crypt,Sand Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Luuuu IT,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-25 23:00:00,Lord Crumble,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Luuuu IT,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
2025-08-25 23:00:00,Luuuu IT,Level 10 rare Crypt,Rare Dragon Chest,3,Strike_for_Cake
2025-08-25 23:00:00,Luuuu IT,Level 10 rare Crypt,Rare Dragon Chest,3,Strike_for_Cake
2025-08-25 23:00:00,Lord Crumble,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Luuuu IT,Level 10 rare Crypt,Rare Dragon Chest,3,Strike_for_Cake
2025-08-25 23:00:00,Luuuu IT,Level 15 epic Crypt,Chest of the Cursed,10,Strike_for_Cake
2025-08-25 23:00:00,Yotanka,Level 25 Crypt,Infernal Chest,36,Strike_for_Cake
2025-08-25 23:00:00,Art,Level 20 Crypt,Stone Chest,20,Strike_for_Cake
2025-08-25 23:00:00,SPARTACUS,Level 25 Crypt,Fire Chest,36,Strike_for_Cake
2025-08-25 23:00:00,Abisai,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Kosak,Level 20 Crypt,Infernal Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Ragnar,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-25 23:00:00,Ciditoo,Level 15 Crypt,Infernal Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Ciditoo,Level 15 Crypt,Sand Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Ciditoo,Level 15 Crypt,Bone Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Reiner,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Ahhhmeddd,Level 15 Crypt,Barbarian Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Eyar Fiery,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
2025-08-25 23:00:00,Ahhhmeddd,Level 15 Crypt,Gnome Workshop Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Ahhhmeddd,Level 15 Crypt,Barbarian Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Ahhhmeddd,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-25 23:00:00,Reiner,Level 15 Crypt,Barbarian Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Reiner,Level 15 Crypt,Sand Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Ahhhmeddd,Level 15 Crypt,Infernal Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Magepick,Level 15 Crypt,Bone Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Léthysa Stellara,Level 20 Crypt,Cobra Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Eyar Fiery,Level 15 epic Crypt,Ancient Bastion Chest,10,Strike_for_Cake
2025-08-25 23:00:00,Magepick,Level 15 Crypt,Bone Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Reiner,Level 20 Crypt,Mayan Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Eyar Fiery,Level 10 Crypt,Gnome Workshop Chest,1,Strike_for_Cake
2025-08-25 23:00:00,Léthysa Stellara,Level 15 Crypt,Barbarian Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Gazius,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-25 23:00:00,Eyar Fiery,Level 5 Crypt,Gnome Workshop Chest,0,Strike_for_Cake
2025-08-25 23:00:00,Eyar Fiery,Level 5 Crypt,Cobra Chest,0,Strike_for_Cake
2025-08-25 23:00:00,Léthysa Stellara,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Reiner,Level 15 epic Crypt,Trillium Chest,10,Strike_for_Cake
2025-08-25 23:00:00,Léthysa Stellara,Level 20 Crypt,Gnome Workshop Chest,20,Strike_for_Cake
2025-08-25 23:00:00,Zombie Tony,Level 15 Crypt,Barbarian Chest,15,Strike_for_Cake
2025-08-25 23:00:00,Mejas,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
