DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2025-08-22 00:00:00,Fankayel,Lvl 25-29 Raid Runic squad,Runic Chest,20,Strike_for_Cake
2025-08-22 00:00:00,SPARTACUS,Level 15 Crypt,Elegant Chest,15,Strike_for_Cake
2025-08-22 00:00:00,SPARTACUS,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-22 00:00:00,Gazius,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
2025-08-22 00:00:00,Gazius,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
2025-08-22 00:00:00,Gazius,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
2025-08-22 00:00:00,Luuuu IT,Level 15 Citadel,Elven Citadel Chest,10,Strike_for_Cake
2025-08-22 00:00:00,Taugal,Lvl 30-34 Raid Runic squad,Runic Chest,30,Strike_for_Cake
2025-08-22 00:00:00,Gazius,Level 20 epic Crypt,Titansteel Chest,25,Strike_for_Cake
2025-08-22 00:00:00,SPARTACUS,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
2025-08-22 00:00:00,Gazius,Level 15 Crypt,Barbarian Chest,15,Strike_for_Cake
2025-08-22 00:00:00,BigT,Level 25 rare Crypt,Rare Dragon Chest,50,Strike_for_Cake
2025-08-22 00:00:00,SPARTACUS,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
2025-08-22 00:00:00,SPARTACUS,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-22 00:00:00,Zombie Tony,Level 20 Citadel,Cursed Citadel Chest,15,Strike_for_Cake
2025-08-22 00:00:00,SPARTACUS,Level 15 epic Crypt,Cobalt Chest,10,Strike_for_Cake
2025-08-22 00:00:00,Jack Oswald,Level 25 rare Crypt,Rare Dragon Chest,50,Strike_for_Cake
2025-08-22 00:00:00,Satoru Gojo,Lvl 20-24 Raid Runic squad,Runic Chest,10,Strike_for_Cake
2025-08-22 00:00:00,BigT,Level 25 rare Crypt,Rare Dragon Chest,50,Strike_for_Cake
2025-08-22 00:00:00,Zombie Tony,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-22 00:00:00,Taugal,Lvl 30-34 Raid Runic squad,Runic Chest,30,Strike_for_Cake
2025-08-22 00:00:00,Zombie Tony,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-22 00:00:00,Zombie Tony,Level 20 Crypt,Sand Chest,20,Strike_for_Cake
2025-08-22 00:00:00,Beydeland,Level 20 Crypt,Fire Chest,20,Strike_for_Cake
2025-08-22 00:00:00,BigT,Level 25 rare Crypt,Rare Dragon Chest,50,Strike_for_Cake
2025-08-22 00:00:00,Beydeland,Level 15 Crypt,Cobra Chest,15,Strike_for_Cake
2025-08-22 00:00:00,IPollo,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
2025-08-22 00:00:00,Morg,Lvl 20-24 Raid Runic squad,Runic Chest,10,Strike_for_Cake
