DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2025-08-19 00:00:00,higgowoman,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,Kosak,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-19 00:00:00,higgowoman,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
2025-08-19 00:00:00,Enneen,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
2025-08-19 00:00:00,Enneen,Level 15 Crypt,Forgotten Chest,15,Strike_for_Cake
2025-08-19 00:00:00,higgowoman,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,higgowoman,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,GAVILAN,Level 15 Crypt,Elegant Chest,15,Strike_for_Cake
2025-08-19 00:00:00,Enneen,Level 15 Crypt,Stone Chest,15,Strike_for_Cake
2025-08-19 00:00:00,Ahhhmeddd,Level 25 epic Crypt,Scorpion Chest,36,Strike_for_Cake
2025-08-19 00:00:00,higgowoman,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,Enneen,Level 10 rare Crypt,Rare Dragon Chest,3,Strike_for_Cake
2025-08-19 00:00:00,higgowoman,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,higgowoman,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,Ahhhmeddd,Level 25 Crypt,Forgotten Chest,36,Strike_for_Cake
2025-08-19 00:00:00,Enneen,Level 15 Crypt,Stone Chest,15,Strike_for_Cake
2025-08-19 00:00:00,higgowoman,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,GAVILAN,Level 20 Crypt,Mayan Chest,20,Strike_for_Cake
2025-08-19 00:00:00,higgowoman,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,Klaudia,Level 15 Citadel,Elven Citadel Chest,10,Strike_for_Cake
2025-08-19 00:00:00,Mejas,Level 20 Crypt,Elegant Chest,20,Strike_for_Cake
2025-08-19 00:00:00,higgowoman,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,Enneen,Level 15 Crypt,Stone Chest,15,Strike_for_Cake
2025-08-19 00:00:00,higgowoman,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,Klaudia,Level 20 Citadel,Elven Citadel Chest,15,Strike_for_Cake
2025-08-19 00:00:00,higgowoman,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,Zombie Tony,Level 20 Citadel,Cursed Citadel Chest,15,Strike_for_Cake
2025-08-19 00:00:00,Enneen,Level 15 Crypt,Gnome Workshop Chest,15,Strike_for_Cake
2025-08-19 00:00:00,Taugal,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
2025-08-19 00:00:00,Klaudia,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
2025-08-19 00:00:00,Klaudia,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
2025-08-19 00:00:00,Chrisw333,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-19 00:00:00,Klaudia,Level 15 epic Crypt,Abandoned Chest,10,Strike_for_Cake
2025-08-19 00:00:00,Chrisw333,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-19 00:00:00,Chrisw333,Level 20 Crypt,Orc Chest,20,Strike_for_Cake
2025-08-19 00:00:00,Klaudia,Level 20 rare Crypt,Rare Dragon Chest,35,Strike_for_Cake
2025-08-19 00:00:00,Chrisw333,Level 20 epic Crypt,Ancient Bastion Chest,25,Strike_for_Cake
2025-08-19 00:00:00,Taugal,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,Chrisw333,Level 20 epic Crypt,Cobalt Chest,25,Strike_for_Cake
2025-08-19 00:00:00,Zombie Tony,Level 20 Citadel,Cursed Citadel Chest,15,Strike_for_Cake
2025-08-19 00:00:00,Klaudia,Level 20 Citadel,Elven Citadel Chest,15,Strike_for_Cake
2025-08-19 00:00:00,Kamil,Level 20 Crypt,Barbarian Chest,20,Strike_for_Cake
2025-08-19 00:00:00,Kamil,Level 20 Crypt,Barbarian Chest,20,Strike_for_Cake
2025-08-19 00:00:00,Klaudia,Level 20 epic Crypt,Turtle Chest,25,Strike_for_Cake
2025-08-19 00:00:00,Zombie Tony,Level 20 Citadel,Cursed Citadel Chest,15,Strike_for_Cake
2025-08-19 00:00:00,Magepick,Level 15 epic Crypt,Scarab Chest,10,Strike_for_Cake
2025-08-19 00:00:00,Magepick,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
2025-08-19 00:00:00,Taugal,Level 15 rare Crypt,Rare Dragon Chest,5,Strike_for_Cake
