DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
YYYY-MM-DD,Serdriilas,Level 15 Crypt,Orc Chest,17,MY_CLAN
YYYY-MM-DD,Marching Turnip,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
YYYY-MM-DD,Grazius,Level 10 Crypt,Mayan Chest,4,MY_CLAN
YYYY-MM-DD,ELOHIM,Level 5 Crypt,Cobra Chest,1,MY_CLAN
YYYY-MM-DD,Serdriilas,Level 15 Crypt,Orc Chest,17,MY_CLAN
YYYY-MM-DD,Marching Turnip,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
YYYY-MM-DD,Grazius,Level 10 Crypt,Mayan Chest,4,MY_CLAN
YYYY-MM-DD,ELOHIM,Level 5 Crypt,Cobra Chest,1,MY_CLAN
YYYY-MM-DD,Serdriilas,Level 15 Crypt,Orc Chest,17,MY_CLAN
YYYY-MM-DD,Marching Turnip,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
YYYY-MM-DD,Grazius,Level 10 Crypt,Mayan Chest,4,MY_CLAN
YYYY-MM-DD,ELOHIM,Level 5 Crypt,Cobra Chest,1,MY_CLAN
YYYY-MM-DD,Marching Turnip,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
YYYY-MM-DD,Grazius,Level 10 Crypt,Mayan Chest,4,MY_CLAN
YYYY-MM-DD,ELOHIM,Level 5 Crypt,Cobra Chest,1,MY_CLAN
YYYY-MM-DD,Grazius,Level 10 Crypt,Elegant Chest,4,MY_CLAN
YYYY-MM-DD,Kiama,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
YYYY-MM-DD,Maedfanir,Level 10 Crypt,Elegant Chest,4,MY_CLAN
YYYY-MM-DD,Ballazan,Level 10 Crypt,Fire Chest,4,MY_CLAN
YYYY-MM-DD,Ballazan,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
YYYY-MM-DD,Girtheous Maximus,Level 10 Crypt,Sand Chest,4,MY_CLAN
YYYY-MM-DD,Serdriilas,Level 15 Crypt,Cobra Chest,17,MY_CLAN
YYYY-MM-DD,Maedfanir,Level 10 Crypt,Infernal Chest,4,MY_CLAN
YYYY-MM-DD,Ballazan,Level 10 Crypt,Bone Chest,4,MY_CLAN
YYYY-MM-DD,ELOHIM,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
YYYY-MM-DD,Marching Turnip,Level 10 Crypt,Cobra Chest,4,MY_CLAN
YYYY-MM-DD,Noli,Level 20 Crypt,Forgotten Chest,84,MY_CLAN
YYYY-MM-DD,ammar,Level 10 Crypt,Forgotten Chest,4,MY_CLAN
YYYY-MM-DD,tledil,Level 10 Crypt,Cobra Chest,4,MY_CLAN
YYYY-MM-DD,Adolbine,Level 15 Crypt,Elegant Chest,17,MY_CLAN
YYYY-MM-DD,Gralbine,Level 15 Crypt,Mayan Chest,17,MY_CLAN
YYYY-MM-DD,Girtheous Maximus,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
YYYY-MM-DD,ammar,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
YYYY-MM-DD,tledil,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
YYYY-MM-DD,tledil,Level 15 Crypt,Infernal Chest,17,MY_CLAN
YYYY-MM-DD,Kiama,Level 15 Crypt,Mayan Chest,17,MY_CLAN
YYYY-MM-DD,cat lady,Level 20 rare Crypt,Rare Dragon Chest,126,MY_CLAN
YYYY-MM-DD,Adolbine,Level 15 Crypt,Fire Chest,17,MY_CLAN
YYYY-MM-DD,Marching Turnip,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
YYYY-MM-DD,cat lady,Level 20 Crypt,Mayan Chest,84,MY_CLAN
YYYY-MM-DD,Girtheous Maximus,Level 15-19 Vault of the Ancients,Fire Chest,20,MY_CLAN
YYYY-MM-DD,cat lady,Level 20 rare Crypt,Rare Dragon Chest,126,MY_CLAN
YYYY-MM-DD,cat lady,Level 20 Crypt,Fire Chest,84,MY_CLAN
YYYY-MM-DD,Pinto,Level 10 Crypt,Elegant Chest,4,MY_CLAN
YYYY-MM-DD,Girtheous Maximus,Level 15 Crypt,Bone Chest,17,MY_CLAN
YYYY-MM-DD,Elbrinan,Level 5 Crypt,Gnome Workshop Chest,1,MY_CLAN
YYYY-MM-DD,Elbrinan,Level 5 Crypt,Fire Chest,1,MY_CLAN
YYYY-MM-DD,ELOHIM,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
YYYY-MM-DD,Guyren,Arena,Gladiator's Chest,2,MY_CLAN
YYYY-MM-DD,Railfiring,Level 10 Crypt,Fire Chest,4,MY_CLAN
YYYY-MM-DD,Railfiring,Level 10 Crypt,Stone Chest,4,MY_CLAN
YYYY-MM-DD,Melchizedek,Level 15 Crypt,Mayan Chest,17,MY_CLAN
YYYY-MM-DD,Nordman,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
YYYY-MM-DD,Elbrinan,Level 5 Crypt,Cobra Chest,1,MY_CLAN
YYYY-MM-DD,Nordman,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
YYYY-MM-DD,Marching Turnip,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
YYYY-MM-DD,Guyren,Level 10 Crypt,Bone Chest,4,MY_CLAN
YYYY-MM-DD,dAbell,Level 25-29 Vault of the Ancients,Fire Chest,30,MY_CLAN
YYYY-MM-DD,Don Dahron,Level 5 Crypt,Barbarian Chest,1,MY_CLAN
YYYY-MM-DD,Nordman,Level 15 Citadel,Elven Citadel Chest,17,MY_CLAN
YYYY-MM-DD,Don Dahron,Level 5 Crypt,Mayan Chest,1,MY_CLAN
YYYY-MM-DD,Guyren,Level 10 Crypt,Mayan Chest,4,MY_CLAN
YYYY-MM-DD,Railfiring,Level 10 Crypt,Fire Chest,4,MY_CLAN
YYYY-MM-DD,Gralbine,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
YYYY-MM-DD,Guyren,Level 15 Crypt,Bone Chest,17,MY_CLAN
YYYY-MM-DD,Pinto,Level 10 Crypt,Infernal Chest,4,MY_CLAN
YYYY-MM-DD,Marching Turnip,Level 15 rare Crypt,Rare Dragon Chest,25,MY_CLAN
YYYY-MM-DD,Gralbine,Level 15 Crypt,Fire Chest,17,MY_CLAN
YYYY-MM-DD,Orodfed,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
YYYY-MM-DD,Elbrinan,Level 5 Crypt,Bone Chest,1,MY_CLAN
YYYY-MM-DD,ELOHIM,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
YYYY-MM-DD,Marching Turnip,Level 10 Crypt,Bone Chest,4,MY_CLAN
YYYY-MM-DD,Pinto,Level 10 Crypt,Fire Chest,4,MY_CLAN
YYYY-MM-DD,Nordman,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
YYYY-MM-DD,Don Dahron,Level 10 Crypt,Barbarian Chest,4,MY_CLAN
YYYY-MM-DD,Marching Turnip,Level 10 rare Crypt,Rare Dragon Chest,6,MY_CLAN
YYYY-MM-DD,dAbell,Level 20 Crypt,Sand Chest,84,MY_CLAN
YYYY-MM-DD,Nordman,Level 10 Citadel,Elven Citadel Chest,4,MY_CLAN
YYYY-MM-DD,Gralbine,Level 15 Crypt,Elegant Chest,17,MY_CLAN
YYYY-MM-DD,Don Dahron,Level 5 Crypt,Stone Chest,1,MY_CLAN
YYYY-MM-DD,ELOHIM,Level 20-24 Vault of the Ancients,Fire Chest,25,MY_CLAN
